LAST SEEN   TYPE      REASON              OBJECT                                 MESSAGE
33m         Normal    Started             pod/load-generator-bd586c8df-mhqk5     Container started
33m         Normal    Killing             pod/load-generator-fd74b4d9-s4b2g      Stopping container stressor
33m         Normal    SuccessfulDelete    replicaset/load-generator-fd74b4d9     Deleted pod: load-generator-fd74b4d9-s4b2g
33m         Normal    Killing             pod/load-generator-fd74b4d9-qcgd6      Stopping container stressor
33m         Normal    SuccessfulDelete    replicaset/load-generator-fd74b4d9     Deleted pod: load-generator-fd74b4d9-qcgd6
33m         Normal    Pulling             pod/load-generator-bd586c8df-wm68r     Pulling image "alexeiled/stress-ng:latest"
33m         Normal    Pulled              pod/load-generator-bd586c8df-wm68r     Successfully pulled image "alexeiled/stress-ng:latest" in 260ms (260ms including waiting). Image size: 3939132 bytes.
33m         Normal    Created             pod/load-generator-bd586c8df-wm68r     Container created
33m         Normal    Started             pod/load-generator-bd586c8df-wm68r     Container started
33m         Normal    Pulled              pod/load-generator-bd586c8df-hsmqn     Successfully pulled image "alexeiled/stress-ng:latest" in 283ms (283ms including waiting). Image size: 3939132 bytes.
33m         Normal    Killing             pod/load-generator-fd74b4d9-6bcsr      Stopping container stressor
33m         Normal    SuccessfulDelete    replicaset/load-generator-fd74b4d9     (combined from similar events): Deleted pod: load-generator-fd74b4d9-6bcsr
33m         Normal    Pulled              pod/load-generator-bd586c8df-f9cns     Successfully pulled image "alexeiled/stress-ng:latest" in 508ms (508ms including waiting). Image size: 3939132 bytes.
33m         Normal    Pulling             pod/load-generator-bd586c8df-f9cns     Pulling image "alexeiled/stress-ng:latest"
33m         Normal    Pulling             pod/load-generator-bd586c8df-hsmqn     Pulling image "alexeiled/stress-ng:latest"
33m         Normal    Created             pod/load-generator-bd586c8df-hsmqn     Container created
33m         Normal    Started             pod/load-generator-bd586c8df-f9cns     Container started
33m         Normal    Created             pod/load-generator-bd586c8df-f9cns     Container created
33m         Normal    Started             pod/load-generator-bd586c8df-hsmqn     Container started
8m20s       Normal    ScalingReplicaSet   deployment/load-generator              Scaled up replica set load-generator-55c4597646 from 0 to 3
8m20s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-bkhsq
8m20s       Normal    ScalingReplicaSet   deployment/load-generator              Scaled up replica set load-generator-55c4597646 from 3 to 5
8m20s       Normal    Killing             pod/load-generator-bd586c8df-jfx47     Stopping container stressor
8m20s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-jfx47
8m20s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-wm68r
8m20s       Normal    ScalingReplicaSet   deployment/load-generator              Scaled down replica set load-generator-bd586c8df from 10 to 8
8m20s       Normal    Killing             pod/load-generator-bd586c8df-wm68r     Stopping container stressor
8m19s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-r8b9q
8m19s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-98ndq    Pod didn't trigger scale-up:
8m19s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-xbsgs
8m19s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-62gxt
8m19s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-98ndq
8m19s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-r8b9q    Pod didn't trigger scale-up:
8m19s       Normal    Pulling             pod/load-generator-55c4597646-xbsgs    Pulling image "alexeiled/stress-ng:latest"
8m18s       Normal    Started             pod/load-generator-55c4597646-xbsgs    Container started
8m18s       Normal    Pulled              pod/load-generator-55c4597646-xbsgs    Successfully pulled image "alexeiled/stress-ng:latest" in 151ms (151ms including waiting). Image size: 3939132 bytes.
8m18s       Normal    Created             pod/load-generator-55c4597646-xbsgs    Container created
8m17s       Normal    Pulling             pod/load-generator-55c4597646-r8b9q    Pulling image "alexeiled/stress-ng:latest"
8m17s       Normal    Pulled              pod/load-generator-55c4597646-62gxt    Successfully pulled image "alexeiled/stress-ng:latest" in 251ms (252ms including waiting). Image size: 3939132 bytes.
8m17s       Normal    Pulled              pod/load-generator-55c4597646-bkhsq    Successfully pulled image "alexeiled/stress-ng:latest" in 252ms (253ms including waiting). Image size: 3939132 bytes.
8m17s       Normal    Pulling             pod/load-generator-55c4597646-bkhsq    Pulling image "alexeiled/stress-ng:latest"
8m17s       Normal    Created             pod/load-generator-55c4597646-62gxt    Container created
8m17s       Normal    Started             pod/load-generator-55c4597646-98ndq    Container started
8m17s       Normal    Created             pod/load-generator-55c4597646-98ndq    Container created
8m17s       Normal    Created             pod/load-generator-55c4597646-r8b9q    Container created
8m17s       Normal    Pulling             pod/load-generator-55c4597646-62gxt    Pulling image "alexeiled/stress-ng:latest"
8m17s       Normal    Started             pod/load-generator-55c4597646-r8b9q    Container started
8m17s       Normal    Started             pod/load-generator-55c4597646-bkhsq    Container started
8m17s       Normal    Started             pod/load-generator-55c4597646-62gxt    Container started
8m17s       Normal    Pulled              pod/load-generator-55c4597646-98ndq    Successfully pulled image "alexeiled/stress-ng:latest" in 115ms (115ms including waiting). Image size: 3939132 bytes.
8m17s       Normal    Pulling             pod/load-generator-55c4597646-98ndq    Pulling image "alexeiled/stress-ng:latest"
8m17s       Normal    Created             pod/load-generator-55c4597646-bkhsq    Container created
8m17s       Normal    Pulled              pod/load-generator-55c4597646-r8b9q    Successfully pulled image "alexeiled/stress-ng:latest" in 127ms (127ms including waiting). Image size: 3939132 bytes.
8m16s       Normal    Killing             pod/load-generator-bd586c8df-mhqk5     Stopping container stressor
8m16s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-2xpdh
8m16s       Normal    ScalingReplicaSet   deployment/load-generator              Scaled up replica set load-generator-55c4597646 from 5 to 6
8m16s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-mhqk5
8m16s       Normal    ScalingReplicaSet   deployment/load-generator              Scaled down replica set load-generator-bd586c8df from 8 to 7
8m15s       Normal    Killing             pod/load-generator-bd586c8df-hsmqn     Stopping container stressor
8m15s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-hsmqn
8m15s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-2xpdh    Pod didn't trigger scale-up:
8m15s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-lhnpx
8m15s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-pl2qs
8m15s       Normal    Killing             pod/load-generator-bd586c8df-lhnpx     Stopping container stressor
8m15s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-mqfxr
8m14s       Normal    Killing             pod/load-generator-bd586c8df-f9cns     Stopping container stressor
8m14s       Normal    Created             pod/load-generator-55c4597646-2xpdh    Container created
8m14s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   (combined from similar events): Created pod: load-generator-55c4597646-ntg94
8m14s       Normal    Killing             pod/load-generator-bd586c8df-4fbjt     Stopping container stressor
8m14s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-f9cns
8m14s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-mqfxr    Pod didn't trigger scale-up:
8m14s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-4fbjt
8m14s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-pl2qs    Pod didn't trigger scale-up:
8m14s       Normal    Started             pod/load-generator-55c4597646-2xpdh    Container started
8m14s       Normal    Pulled              pod/load-generator-55c4597646-2xpdh    Successfully pulled image "alexeiled/stress-ng:latest" in 118ms (118ms including waiting). Image size: 3939132 bytes.
8m14s       Normal    Pulling             pod/load-generator-55c4597646-2xpdh    Pulling image "alexeiled/stress-ng:latest"
8m14s       Normal    SuccessfulCreate    replicaset/load-generator-55c4597646   Created pod: load-generator-55c4597646-pm5tl
8m13s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-pm5tl    Pod didn't trigger scale-up:
8m13s       Normal    NotTriggerScaleUp   pod/load-generator-55c4597646-ntg94    Pod didn't trigger scale-up:
8m13s       Normal    Created             pod/load-generator-55c4597646-mqfxr    Container created
8m13s       Normal    Killing             pod/load-generator-bd586c8df-sbwtt     Stopping container stressor
8m13s       Normal    Pulled              pod/load-generator-55c4597646-pl2qs    Successfully pulled image "alexeiled/stress-ng:latest" in 127ms (127ms including waiting). Image size: 3939132 bytes.
8m13s       Normal    Created             pod/load-generator-55c4597646-pl2qs    Container created
8m13s       Normal    Pulling             pod/load-generator-55c4597646-pl2qs    Pulling image "alexeiled/stress-ng:latest"
8m13s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-sbwtt
8m13s       Normal    Pulled              pod/load-generator-55c4597646-mqfxr    Successfully pulled image "alexeiled/stress-ng:latest" in 129ms (129ms including waiting). Image size: 3939132 bytes.
8m13s       Normal    Pulling             pod/load-generator-55c4597646-mqfxr    Pulling image "alexeiled/stress-ng:latest"
8m13s       Normal    Started             pod/load-generator-55c4597646-mqfxr    Container started
8m13s       Normal    Started             pod/load-generator-55c4597646-pl2qs    Container started
8m12s       Normal    Pulling             pod/load-generator-55c4597646-pm5tl    Pulling image "alexeiled/stress-ng:latest"
8m12s       Normal    Created             pod/load-generator-55c4597646-pm5tl    Container created
8m12s       Normal    Pulled              pod/load-generator-55c4597646-ntg94    Successfully pulled image "alexeiled/stress-ng:latest" in 118ms (118ms including waiting). Image size: 3939132 bytes.
8m12s       Normal    Started             pod/load-generator-55c4597646-pm5tl    Container started
8m12s       Normal    Started             pod/load-generator-55c4597646-ntg94    Container started
8m12s       Normal    Created             pod/load-generator-55c4597646-ntg94    Container created
8m12s       Normal    Pulled              pod/load-generator-55c4597646-pm5tl    Successfully pulled image "alexeiled/stress-ng:latest" in 134ms (135ms including waiting). Image size: 3939132 bytes.
8m12s       Normal    Pulling             pod/load-generator-55c4597646-ntg94    Pulling image "alexeiled/stress-ng:latest"
8m11s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    Deleted pod: load-generator-bd586c8df-szpbd
8m11s       Normal    Killing             pod/load-generator-bd586c8df-szpbd     Stopping container stressor
8m10s       Normal    Killing             pod/load-generator-bd586c8df-vxct5     Stopping container stressor
8m10s       Normal    SuccessfulDelete    replicaset/load-generator-bd586c8df    (combined from similar events): Deleted pod: load-generator-bd586c8df-vxct5
4m21s       Normal    BackOff             pod/trace-replayer-w6krm               Back-off pulling image "us-central1-docker.pkg.dev/research-autoscaler-2026/research/autoscaler:v2"
4m21s       Warning   Failed              pod/trace-replayer-w6krm               Error: ImagePullBackOff
